date,plant,vehicle_model,part_name,supplier,defect_type,inspection_method,production_volume,defect_count,rework_cost,warranty_cost,test_stage,failure_mode,severity_score
2024-11-19,Plant-A,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Manual,845,16,9891,19342,PV,Material Crack,8
2024-12-02,Plant-C,SUV-B,Dashboard Panel,Supplier-Alpha,Paint Defect,Automated,1283,18,7368,11854,PV,Paint Peeling,1
2024-09-29,Plant-B,Offroad-A,Door Trim,Supplier-Delta,Crack,Manual,1228,13,9987,7724,DV,Loose Mounting,2
2024-04-26,Plant-C,SUV-A,Front Bumper,Supplier-Alpha,Crack,Manual,1369,14,14898,12717,PV,Material Crack,3
2024-11-01,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Automated,889,9,6712,16428,PV,Dimensional Variation,3
2024-04-03,Plant-B,Offroad-A,Rear Bumper,Supplier-Beta,Warping,Automated,679,16,9935,4227,DV,Material Crack,5
2024-06-16,Plant-D,Offroad-A,Front Bumper,Supplier-Alpha,Paint Defect,Automated,1136,16,13173,12768,Production,Surface Damage,7
2024-07-21,Plant-B,SUV-A,Door Trim,Supplier-Alpha,Scratch,Automated,875,19,10464,2546,PV,Surface Damage,6
2024-12-06,Plant-A,Offroad-A,Fender Cladding,Supplier-Gamma,Paint Defect,Manual,682,17,10208,13276,PV,Loose Mounting,7
2024-05-28,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Manual,1343,9,6316,10099,PV,Surface Damage,1
2024-07-01,Plant-D,SUV-A,Dashboard Panel,Supplier-Beta,Warping,Automated,828,19,14422,13267,DV,Material Crack,7
2024-05-31,Plant-C,SUV-A,Front Bumper,Supplier-Gamma,Crack,Manual,1444,12,10921,17164,Production,Paint Peeling,4
2024-03-14,Plant-C,Offroad-A,Door Trim,Supplier-Alpha,Paint Defect,Manual,989,15,13603,13456,Production,Surface Damage,10
2024-12-30,Plant-B,Offroad-A,Door Trim,Supplier-Beta,Fitment Gap,Manual,699,16,2894,8629,PV,Dimensional Variation,5
2024-09-30,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Beta,Warping,Automated,1195,10,11316,15082,PV,Material Crack,6
2024-02-11,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Crack,Automated,978,21,6651,13713,PV,Surface Damage,10
2024-07-30,Plant-C,SUV-A,Rear Bumper,Supplier-Delta,Scratch,Automated,1308,17,13810,18150,DV,Loose Mounting,3
2024-04-10,Plant-B,SUV-B,Rear Bumper,Supplier-Delta,Paint Defect,Automated,1235,12,4433,3365,PV,Paint Peeling,5
2024-02-14,Plant-A,Offroad-A,Dashboard Panel,Supplier-Alpha,Warping,Automated,954,12,13931,19745,PV,Paint Peeling,3
2024-03-22,Plant-A,Offroad-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Manual,1491,16,3739,19730,DV,Paint Peeling,8
2024-01-17,Plant-C,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Warping,Automated,1373,12,11798,4657,Production,Paint Peeling,7
2024-03-13,Plant-C,SUV-B,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,939,14,1633,11708,Production,Dimensional Variation,2
2024-01-14,Plant-D,SUV-B,Front Bumper,Supplier-Alpha,Paint Defect,Manual,1388,14,4010,6077,PV,Surface Damage,7
2024-06-05,Plant-A,SUV-A,Rear Bumper,Supplier-Gamma,Fitment Gap,Automated,1100,12,5979,10635,Production,Paint Peeling,8
2024-08-10,Plant-D,SUV-A,Door Trim,Supplier-Beta,Fitment Gap,Manual,1236,15,7705,16277,DV,Dimensional Variation,5
2024-05-11,Plant-A,Utility-A,Rear Bumper,Supplier-Gamma,Crack,Manual,998,12,4288,5080,DV,Dimensional Variation,4
2024-12-03,Plant-A,SUV-B,Rear Bumper,Supplier-Delta,Paint Defect,Automated,1458,19,5502,13398,DV,Paint Peeling,10
2024-02-16,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Manual,1129,11,9912,16878,DV,Paint Peeling,10
2024-04-16,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Delta,Scratch,Manual,655,19,12709,11411,DV,Dimensional Variation,1
2024-04-17,Plant-A,Offroad-A,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,958,13,10268,4764,Production,Dimensional Variation,10
2024-09-21,Plant-D,SUV-B,Fender Cladding,Supplier-Alpha,Paint Defect,Automated,1170,11,11590,19736,Production,Loose Mounting,6
2024-07-23,Plant-C,Offroad-A,Fender Cladding,Supplier-Delta,Scratch,Manual,682,15,1653,5634,Production,Dimensional Variation,1
2024-03-19,Plant-D,SUV-A,Dashboard Panel,Supplier-Delta,Warping,Manual,935,13,4374,7777,Production,Loose Mounting,10
2024-06-03,Plant-C,SUV-B,Rear Bumper,Supplier-Beta,Crack,Manual,1213,13,2553,9638,PV,Material Crack,5
2024-09-27,Plant-C,Utility-A,Fender Cladding,Supplier-Delta,Warping,Manual,1077,10,10538,12429,PV,Material Crack,8
2024-09-03,Plant-A,Utility-A,Dashboard Panel,Supplier-Beta,Scratch,Manual,545,11,10324,13401,DV,Loose Mounting,6
2024-01-19,Plant-B,SUV-A,Dashboard Panel,Supplier-Delta,Warping,Automated,1375,14,5834,9207,PV,Material Crack,7
2024-12-11,Plant-A,Offroad-A,Rear Bumper,Supplier-Delta,Paint Defect,Manual,1271,19,1252,6878,PV,Dimensional Variation,10
2024-01-26,Plant-C,SUV-A,Dashboard Panel,Supplier-Delta,Crack,Manual,1417,13,6734,16147,Production,Dimensional Variation,3
2024-08-04,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Fitment Gap,Automated,1440,17,6074,3890,PV,Paint Peeling,9
2024-06-02,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Beta,Warping,Manual,743,11,10110,2164,DV,Surface Damage,6
2024-06-02,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Manual,655,15,12358,5275,PV,Paint Peeling,2
2024-06-22,Plant-C,Offroad-A,Door Trim,Supplier-Gamma,Crack,Manual,893,17,4515,18724,Production,Paint Peeling,4
2024-04-01,Plant-A,SUV-A,Wheel Arch Cladding,Supplier-Delta,Fitment Gap,Automated,1461,10,6463,5708,PV,Surface Damage,7
2024-12-03,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Delta,Warping,Automated,748,21,11428,11555,PV,Loose Mounting,5
2024-06-29,Plant-A,Utility-A,Rear Bumper,Supplier-Alpha,Scratch,Automated,1444,14,13944,6217,PV,Dimensional Variation,10
2024-05-10,Plant-D,Utility-A,Fender Cladding,Supplier-Beta,Paint Defect,Manual,1106,13,3171,8321,PV,Surface Damage,9
2024-10-24,Plant-A,SUV-B,Fender Cladding,Supplier-Gamma,Paint Defect,Manual,754,17,14877,11515,Production,Dimensional Variation,5
2024-10-01,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Automated,861,10,4930,17111,Production,Loose Mounting,3
2024-09-29,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Paint Defect,Automated,1482,14,2800,8688,DV,Material Crack,8
2024-03-16,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Paint Defect,Automated,1347,18,13447,17322,DV,Paint Peeling,1
2024-06-25,Plant-A,SUV-A,Dashboard Panel,Supplier-Alpha,Scratch,Automated,1212,12,8445,14317,Production,Paint Peeling,8
2024-07-02,Plant-B,SUV-B,Rear Bumper,Supplier-Delta,Fitment Gap,Automated,1318,14,8501,4169,DV,Dimensional Variation,2
2024-11-14,Plant-D,Offroad-A,Rear Bumper,Supplier-Gamma,Scratch,Manual,1438,18,10572,19267,Production,Surface Damage,4
2024-05-10,Plant-D,SUV-A,Rear Bumper,Supplier-Delta,Scratch,Manual,1145,16,2271,15479,DV,Material Crack,8
2024-12-28,Plant-C,SUV-A,Fender Cladding,Supplier-Alpha,Crack,Manual,876,16,13595,18356,DV,Dimensional Variation,8
2024-02-18,Plant-B,Utility-A,Door Trim,Supplier-Gamma,Fitment Gap,Manual,652,15,2485,6778,PV,Paint Peeling,10
2024-02-24,Plant-C,Utility-A,Fender Cladding,Supplier-Alpha,Scratch,Manual,1266,14,7299,17414,Production,Dimensional Variation,5
2024-06-02,Plant-B,Offroad-A,Rear Bumper,Supplier-Beta,Warping,Manual,1271,14,10141,4535,DV,Dimensional Variation,6
2024-12-20,Plant-D,SUV-A,Front Bumper,Supplier-Alpha,Paint Defect,Manual,739,11,8015,15398,DV,Paint Peeling,5
2024-07-18,Plant-C,SUV-B,Door Trim,Supplier-Alpha,Fitment Gap,Manual,959,13,7880,2630,PV,Material Crack,6
2024-11-03,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Beta,Crack,Manual,651,21,14615,10184,DV,Dimensional Variation,9
2024-12-21,Plant-D,Offroad-A,Dashboard Panel,Supplier-Delta,Scratch,Automated,939,7,5117,7010,DV,Surface Damage,3
2024-04-27,Plant-B,SUV-A,Fender Cladding,Supplier-Gamma,Warping,Manual,1102,15,3919,14341,DV,Surface Damage,8
2024-09-19,Plant-B,Utility-A,Dashboard Panel,Supplier-Alpha,Paint Defect,Manual,739,12,6794,15334,DV,Loose Mounting,7
2024-02-15,Plant-C,SUV-A,Door Trim,Supplier-Alpha,Paint Defect,Manual,682,12,1812,2424,DV,Loose Mounting,5
2024-10-28,Plant-C,Utility-A,Front Bumper,Supplier-Beta,Warping,Automated,809,15,1283,7967,PV,Loose Mounting,1
2024-12-21,Plant-B,SUV-B,Door Trim,Supplier-Gamma,Fitment Gap,Automated,758,15,5162,4302,DV,Surface Damage,10
2024-07-07,Plant-D,Offroad-A,Fender Cladding,Supplier-Beta,Paint Defect,Manual,959,14,6717,5083,DV,Material Crack,10
2024-11-05,Plant-C,Offroad-A,Rear Bumper,Supplier-Alpha,Paint Defect,Manual,930,8,9685,11626,DV,Dimensional Variation,2
2024-11-13,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Manual,999,11,4621,18397,Production,Surface Damage,7
2024-05-08,Plant-B,Utility-A,Rear Bumper,Supplier-Delta,Scratch,Manual,1297,20,2638,5060,Production,Loose Mounting,4
2024-02-18,Plant-A,SUV-B,Rear Bumper,Supplier-Gamma,Scratch,Automated,575,16,9197,3116,DV,Loose Mounting,10
2024-01-25,Plant-B,SUV-B,Fender Cladding,Supplier-Alpha,Paint Defect,Automated,796,20,2677,3419,PV,Dimensional Variation,7
2024-09-22,Plant-A,Offroad-A,Rear Bumper,Supplier-Beta,Crack,Manual,861,12,7101,4484,DV,Loose Mounting,8
2024-04-27,Plant-D,Offroad-A,Rear Bumper,Supplier-Alpha,Paint Defect,Automated,682,12,10683,14558,Production,Paint Peeling,3
2024-05-23,Plant-B,Utility-A,Fender Cladding,Supplier-Beta,Fitment Gap,Automated,558,16,12570,9943,Production,Material Crack,1
2024-07-18,Plant-D,Utility-A,Fender Cladding,Supplier-Beta,Crack,Automated,1051,11,13265,17711,PV,Paint Peeling,9
2024-06-05,Plant-C,SUV-A,Front Bumper,Supplier-Gamma,Fitment Gap,Automated,1056,16,14142,5959,DV,Surface Damage,2
2024-12-13,Plant-B,Utility-A,Rear Bumper,Supplier-Beta,Warping,Manual,905,23,11316,3624,Production,Dimensional Variation,4
2024-05-13,Plant-D,SUV-A,Door Trim,Supplier-Gamma,Warping,Automated,1026,17,5651,4786,Production,Material Crack,1
2024-05-27,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Scratch,Automated,1231,13,3797,16411,PV,Material Crack,1
2024-12-01,Plant-D,SUV-B,Dashboard Panel,Supplier-Gamma,Scratch,Manual,1284,19,10260,17035,Production,Paint Peeling,7
2024-03-11,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,686,19,4442,3157,Production,Loose Mounting,10
2024-08-20,Plant-D,SUV-B,Fender Cladding,Supplier-Gamma,Warping,Manual,1375,10,1456,6798,PV,Surface Damage,10
2024-11-29,Plant-A,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Manual,524,19,10839,11210,PV,Loose Mounting,2
2024-10-25,Plant-A,Utility-A,Fender Cladding,Supplier-Gamma,Crack,Automated,798,20,2797,2520,PV,Material Crack,5
2024-06-02,Plant-A,SUV-A,Front Bumper,Supplier-Beta,Scratch,Manual,691,14,9539,4520,Production,Loose Mounting,10
2024-03-30,Plant-C,Utility-A,Rear Bumper,Supplier-Beta,Warping,Automated,1190,24,2414,5893,Production,Surface Damage,7
2024-11-29,Plant-B,Offroad-A,Fender Cladding,Supplier-Gamma,Scratch,Manual,1072,18,3258,18083,DV,Material Crack,7
2024-07-17,Plant-A,SUV-B,Fender Cladding,Supplier-Beta,Paint Defect,Automated,1440,12,11590,7198,DV,Loose Mounting,4
2024-06-09,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Crack,Manual,630,15,2070,5893,DV,Dimensional Variation,5
2024-01-26,Plant-A,SUV-B,Rear Bumper,Supplier-Delta,Fitment Gap,Manual,1260,19,10707,11891,PV,Loose Mounting,7
2024-04-30,Plant-D,SUV-B,Front Bumper,Supplier-Beta,Scratch,Automated,1175,16,13704,7529,Production,Dimensional Variation,8
2024-10-27,Plant-B,SUV-B,Fender Cladding,Supplier-Gamma,Paint Defect,Manual,1490,21,9725,11060,Production,Paint Peeling,3
2024-07-30,Plant-D,Utility-A,Fender Cladding,Supplier-Alpha,Paint Defect,Manual,1003,14,11818,5056,DV,Surface Damage,1
2024-03-03,Plant-C,SUV-A,Fender Cladding,Supplier-Delta,Crack,Manual,706,18,5848,8666,PV,Dimensional Variation,10
2024-03-08,Plant-D,SUV-B,Wheel Arch Cladding,Supplier-Alpha,Warping,Manual,737,11,10932,10980,Production,Surface Damage,9
2024-09-09,Plant-D,SUV-B,Fender Cladding,Supplier-Gamma,Warping,Manual,691,24,14308,13141,DV,Paint Peeling,2
2024-01-02,Plant-A,Utility-A,Fender Cladding,Supplier-Beta,Scratch,Manual,527,14,6223,6909,PV,Loose Mounting,6
2024-04-17,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,606,19,6644,3438,Production,Loose Mounting,8
2024-10-12,Plant-A,Offroad-A,Fender Cladding,Supplier-Beta,Warping,Manual,722,13,1487,16263,DV,Dimensional Variation,7
2024-02-18,Plant-A,Offroad-A,Rear Bumper,Supplier-Gamma,Fitment Gap,Manual,879,15,6431,6914,PV,Paint Peeling,3
2024-05-19,Plant-B,SUV-A,Rear Bumper,Supplier-Gamma,Fitment Gap,Manual,928,14,9268,10839,DV,Loose Mounting,5
2024-08-05,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Automated,583,12,12275,9647,DV,Material Crack,5
2024-02-13,Plant-C,SUV-A,Rear Bumper,Supplier-Beta,Crack,Automated,997,16,11244,6313,Production,Paint Peeling,2
2024-09-25,Plant-C,SUV-A,Dashboard Panel,Supplier-Gamma,Fitment Gap,Automated,736,16,3764,16308,DV,Material Crack,4
2024-03-18,Plant-A,SUV-B,Dashboard Panel,Supplier-Alpha,Scratch,Automated,648,15,11678,4932,Production,Material Crack,8
2024-08-03,Plant-C,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Manual,1294,20,3686,12798,Production,Paint Peeling,2
2024-04-07,Plant-A,Offroad-A,Front Bumper,Supplier-Alpha,Crack,Automated,1350,13,2867,19570,PV,Loose Mounting,6
2024-08-23,Plant-B,SUV-B,Fender Cladding,Supplier-Alpha,Scratch,Manual,1111,13,12081,2777,PV,Paint Peeling,1
2024-10-08,Plant-C,Utility-A,Front Bumper,Supplier-Alpha,Crack,Manual,1343,12,2550,12467,PV,Loose Mounting,2
2024-05-28,Plant-A,Utility-A,Rear Bumper,Supplier-Alpha,Warping,Automated,534,10,10793,8486,DV,Surface Damage,3
2024-10-30,Plant-C,SUV-B,Wheel Arch Cladding,Supplier-Beta,Crack,Manual,1443,14,3341,19206,Production,Material Crack,2
2024-03-06,Plant-C,SUV-B,Dashboard Panel,Supplier-Alpha,Crack,Automated,596,14,11464,4172,Production,Dimensional Variation,5
2024-08-21,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Crack,Automated,1367,12,5193,4351,PV,Paint Peeling,10
2024-03-27,Plant-D,SUV-A,Front Bumper,Supplier-Beta,Scratch,Automated,732,12,7070,6882,Production,Dimensional Variation,8
2024-03-19,Plant-C,SUV-A,Rear Bumper,Supplier-Alpha,Crack,Automated,906,20,2326,19467,Production,Surface Damage,9
2024-07-23,Plant-B,Offroad-A,Fender Cladding,Supplier-Beta,Crack,Manual,1459,12,2753,4514,Production,Surface Damage,1
2024-10-05,Plant-C,Offroad-A,Rear Bumper,Supplier-Alpha,Paint Defect,Automated,1024,23,1751,14073,PV,Material Crack,3
2024-12-02,Plant-C,SUV-A,Dashboard Panel,Supplier-Alpha,Scratch,Automated,1257,13,13284,12931,PV,Dimensional Variation,6
2024-09-10,Plant-C,SUV-B,Rear Bumper,Supplier-Delta,Crack,Manual,1425,15,12879,10612,DV,Surface Damage,6
2024-10-30,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,1469,10,5365,4925,DV,Material Crack,7
2024-05-09,Plant-D,Utility-A,Door Trim,Supplier-Beta,Crack,Manual,988,15,3039,7073,DV,Paint Peeling,6
2024-03-24,Plant-D,Utility-A,Dashboard Panel,Supplier-Gamma,Fitment Gap,Automated,903,16,7633,17495,PV,Paint Peeling,10
2024-10-02,Plant-C,Offroad-A,Fender Cladding,Supplier-Alpha,Warping,Automated,1273,19,2678,12398,PV,Dimensional Variation,10
2024-07-05,Plant-C,SUV-A,Dashboard Panel,Supplier-Alpha,Warping,Manual,722,11,10378,18418,Production,Material Crack,2
2024-02-15,Plant-B,SUV-A,Dashboard Panel,Supplier-Delta,Scratch,Manual,902,16,8141,15309,DV,Material Crack,10
2024-07-01,Plant-B,Utility-A,Fender Cladding,Supplier-Delta,Scratch,Manual,950,16,12422,10630,PV,Material Crack,3
2024-09-24,Plant-A,SUV-A,Dashboard Panel,Supplier-Beta,Warping,Automated,1085,13,2736,13992,Production,Loose Mounting,2
2024-10-22,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Scratch,Automated,1277,13,6382,9320,DV,Surface Damage,4
2024-11-17,Plant-C,Offroad-A,Rear Bumper,Supplier-Beta,Fitment Gap,Automated,683,14,5082,4919,Production,Material Crack,9
2024-04-09,Plant-D,Utility-A,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Manual,776,10,2829,14654,PV,Loose Mounting,1
2024-03-18,Plant-B,SUV-A,Rear Bumper,Supplier-Alpha,Paint Defect,Manual,1394,18,7137,14653,DV,Loose Mounting,9
2024-09-28,Plant-D,SUV-A,Door Trim,Supplier-Beta,Scratch,Automated,1067,9,11622,17874,PV,Paint Peeling,2
2024-12-04,Plant-D,Utility-A,Dashboard Panel,Supplier-Delta,Scratch,Manual,1068,16,5310,9950,Production,Surface Damage,1
2024-06-10,Plant-C,SUV-B,Door Trim,Supplier-Delta,Paint Defect,Automated,885,14,7669,7140,DV,Paint Peeling,3
2024-02-13,Plant-C,SUV-B,Front Bumper,Supplier-Beta,Crack,Automated,992,13,14080,16905,DV,Surface Damage,1
2024-08-25,Plant-B,SUV-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Manual,794,18,13404,15990,DV,Paint Peeling,7
2024-05-13,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Crack,Manual,560,14,8160,6877,Production,Loose Mounting,2
2024-07-10,Plant-B,SUV-B,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Automated,1184,15,12655,15406,Production,Material Crack,9
2024-12-21,Plant-B,SUV-A,Dashboard Panel,Supplier-Beta,Scratch,Manual,1489,12,13711,18230,PV,Material Crack,2
2024-10-04,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Alpha,Crack,Automated,1121,16,5869,2494,Production,Surface Damage,8
2024-01-18,Plant-A,Utility-A,Front Bumper,Supplier-Gamma,Scratch,Manual,1423,13,7990,10761,Production,Material Crack,6
2024-01-12,Plant-A,SUV-B,Fender Cladding,Supplier-Beta,Paint Defect,Manual,645,17,8154,15743,DV,Paint Peeling,6
2024-06-28,Plant-D,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Warping,Manual,1025,19,5176,7650,Production,Paint Peeling,4
2024-05-02,Plant-A,Utility-A,Dashboard Panel,Supplier-Beta,Scratch,Automated,682,18,3655,19639,DV,Dimensional Variation,1
2024-09-02,Plant-C,Offroad-A,Door Trim,Supplier-Delta,Crack,Automated,814,9,2210,9567,Production,Dimensional Variation,10
2024-08-09,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Delta,Crack,Automated,1376,16,9325,12674,PV,Material Crack,8
2024-02-20,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Paint Defect,Automated,1158,12,8334,2783,DV,Surface Damage,7
2024-03-11,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Beta,Crack,Manual,1243,7,14275,13009,Production,Loose Mounting,6
2024-02-17,Plant-B,SUV-B,Dashboard Panel,Supplier-Delta,Fitment Gap,Manual,1495,15,8817,10808,Production,Paint Peeling,5
2024-01-19,Plant-D,SUV-A,Fender Cladding,Supplier-Gamma,Scratch,Automated,1308,19,14448,12918,PV,Dimensional Variation,2
2024-09-18,Plant-D,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Fitment Gap,Automated,1151,18,7884,4055,DV,Surface Damage,1
2024-03-24,Plant-B,Utility-A,Fender Cladding,Supplier-Beta,Paint Defect,Automated,1159,11,4788,15404,PV,Loose Mounting,7
2024-06-03,Plant-B,Offroad-A,Fender Cladding,Supplier-Delta,Fitment Gap,Manual,1429,17,8990,6610,PV,Loose Mounting,4
2024-02-22,Plant-B,Offroad-A,Front Bumper,Supplier-Gamma,Fitment Gap,Manual,1392,15,9010,6555,PV,Surface Damage,2
2024-04-16,Plant-C,Utility-A,Door Trim,Supplier-Alpha,Scratch,Manual,535,13,9778,11660,PV,Loose Mounting,3
2024-12-22,Plant-B,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Scratch,Automated,1288,18,3909,11970,Production,Dimensional Variation,2
2024-10-30,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Warping,Automated,555,15,7107,4662,Production,Material Crack,9
2024-05-14,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Fitment Gap,Manual,1478,23,1214,15360,PV,Paint Peeling,4
2024-03-09,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Scratch,Automated,540,17,3362,5757,PV,Dimensional Variation,1
2024-01-11,Plant-A,SUV-B,Rear Bumper,Supplier-Gamma,Fitment Gap,Automated,882,18,9045,5655,Production,Dimensional Variation,5
2024-05-22,Plant-D,Utility-A,Door Trim,Supplier-Beta,Fitment Gap,Manual,668,10,3164,12343,DV,Paint Peeling,7
2024-07-10,Plant-B,SUV-A,Dashboard Panel,Supplier-Gamma,Paint Defect,Automated,670,19,8946,6055,Production,Material Crack,1
2024-03-09,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Manual,1117,17,9509,5743,Production,Material Crack,4
2024-01-23,Plant-D,Utility-A,Rear Bumper,Supplier-Delta,Fitment Gap,Automated,1238,13,5059,11090,Production,Loose Mounting,9
2024-06-29,Plant-D,Offroad-A,Rear Bumper,Supplier-Beta,Paint Defect,Automated,955,15,8025,4479,PV,Loose Mounting,3
2024-10-19,Plant-B,SUV-A,Rear Bumper,Supplier-Gamma,Scratch,Automated,1097,14,1070,10930,PV,Loose Mounting,8
2024-01-09,Plant-D,Utility-A,Door Trim,Supplier-Beta,Fitment Gap,Manual,990,9,13894,12937,PV,Dimensional Variation,8
2024-09-27,Plant-D,SUV-B,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,793,13,4312,7358,PV,Loose Mounting,9
2024-04-02,Plant-B,Utility-A,Dashboard Panel,Supplier-Gamma,Scratch,Automated,1157,16,4434,11769,DV,Material Crack,7
2024-01-17,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Automated,763,18,2045,12408,Production,Surface Damage,5
2024-06-02,Plant-C,SUV-B,Dashboard Panel,Supplier-Gamma,Fitment Gap,Manual,746,21,11277,6345,DV,Dimensional Variation,10
2024-11-23,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Automated,1461,7,1653,9566,PV,Dimensional Variation,4
2024-05-28,Plant-D,SUV-A,Front Bumper,Supplier-Delta,Scratch,Automated,647,12,2797,17769,Production,Surface Damage,6
2024-09-23,Plant-C,SUV-B,Fender Cladding,Supplier-Delta,Fitment Gap,Manual,1464,13,5333,4811,PV,Dimensional Variation,3
2024-11-23,Plant-D,SUV-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,940,19,8710,6552,DV,Surface Damage,8
2024-04-15,Plant-A,SUV-A,Dashboard Panel,Supplier-Beta,Warping,Automated,861,14,4964,15410,DV,Dimensional Variation,4
2024-02-04,Plant-B,SUV-B,Fender Cladding,Supplier-Delta,Fitment Gap,Automated,721,16,14362,7201,PV,Surface Damage,10
2024-04-28,Plant-A,SUV-A,Fender Cladding,Supplier-Delta,Warping,Automated,1157,11,6506,2454,DV,Surface Damage,2
2024-01-14,Plant-D,SUV-A,Fender Cladding,Supplier-Beta,Warping,Manual,607,19,13176,17637,PV,Material Crack,5
2024-01-14,Plant-A,SUV-B,Fender Cladding,Supplier-Alpha,Scratch,Manual,1455,20,4091,2215,PV,Surface Damage,8
2024-09-22,Plant-A,Offroad-A,Fender Cladding,Supplier-Gamma,Crack,Manual,714,12,14446,4082,DV,Surface Damage,6
2024-05-19,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Beta,Warping,Automated,1256,16,2849,4970,DV,Paint Peeling,9
2024-10-20,Plant-D,SUV-A,Door Trim,Supplier-Gamma,Scratch,Manual,629,15,8641,19793,PV,Dimensional Variation,6
2024-12-29,Plant-A,SUV-A,Rear Bumper,Supplier-Gamma,Paint Defect,Automated,1437,19,12761,2714,PV,Dimensional Variation,3
2024-04-28,Plant-A,SUV-B,Rear Bumper,Supplier-Gamma,Warping,Automated,1075,19,12380,17609,PV,Loose Mounting,1
2024-08-25,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Beta,Crack,Automated,799,14,13954,16972,Production,Surface Damage,10
2024-02-03,Plant-C,Utility-A,Dashboard Panel,Supplier-Beta,Paint Defect,Manual,934,11,6644,16958,DV,Surface Damage,8
2024-06-17,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Gamma,Warping,Automated,1368,11,12751,5462,DV,Dimensional Variation,8
2024-01-10,Plant-C,SUV-B,Fender Cladding,Supplier-Alpha,Warping,Automated,861,19,1516,9780,DV,Loose Mounting,7
2024-05-01,Plant-C,Offroad-A,Door Trim,Supplier-Alpha,Crack,Automated,723,14,13352,2338,DV,Material Crack,7
2024-05-24,Plant-B,Utility-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Manual,1076,14,13944,12953,DV,Surface Damage,4
2024-08-10,Plant-B,Offroad-A,Dashboard Panel,Supplier-Delta,Crack,Automated,986,16,3212,7358,PV,Paint Peeling,2
2024-09-13,Plant-D,SUV-B,Front Bumper,Supplier-Gamma,Scratch,Manual,1076,12,9079,6560,PV,Dimensional Variation,7
2024-09-24,Plant-C,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Scratch,Manual,873,22,14969,5401,Production,Loose Mounting,3
